timestamp,forkliftId,accel_total_g,accel_x,accel_y,accel_z
2025-12-07 16:19:03.524835+00:00,FL-HAMK-03,9.905387105639031,0.026737550972612573,-0.04827160156542396,9.90523339797757
2025-12-07 16:19:11.534318+00:00,FL-HAMK-03,9.974506700636544,-0.01534251261644451,0.03418767016037638,9.974436311469383
2025-12-07 16:19:27.564220+00:00,FL-HAMK-03,9.662429067518541,-0.055490368842629284,-0.07911385943016801,9.661945834097757
2025-12-07 16:19:35.606523+00:00,FL-HAMK-03,9.889653452770528,0.062412104309159555,0.009846555247526714,9.889451612222059
2025-12-07 16:19:51.567293+00:00,FL-HAMK-03,9.602839515844463,0.06310479356280205,-0.08029390853561796,9.602296467009618
2025-12-07 16:20:02.716321+00:00,FL-HAMK-03,9.794549206325586,0.044655796096995576,0.021076793430545776,9.794424729599324
2025-12-07 16:20:15.873448+00:00,FL-HAMK-03,9.744840290535668,-0.05793341604071278,0.09900060533132785,9.744165171398583
2025-12-07 16:20:23.598997+00:00,FL-HAMK-03,9.639729391957896,-0.08454178252182598,0.06791790467261327,9.639119389000733
2025-12-07 16:20:39.639760+00:00,FL-HAMK-03,9.610748541825103,-0.05863294615465653,-0.07288781589407643,9.610293287830126
2025-12-07 16:20:47.682177+00:00,FL-HAMK-03,9.925077945874603,0.017835953987173678,0.0675679384026546,9.924831922210664
2025-12-07 16:21:03.703169+00:00,FL-HAMK-03,9.711768082149106,-0.0015105959743127312,-0.031669853764915074,9.711716327195335
2025-12-07 16:21:11.704198+00:00,FL-HAMK-03,9.694360837303297,0.056939086102575226,-0.007447033852923293,9.694190761791337
2025-12-07 16:21:27.713209+00:00,FL-HAMK-03,9.661875583957531,0.00352113345313583,0.017524610895708406,9.661859049350019
2025-12-07 16:21:35.754334+00:00,FL-HAMK-03,9.674578701950196,-0.00907126290740956,-0.06427849105978525,9.67436091160572
2025-12-07 16:21:51.776408+00:00,FL-HAMK-03,9.95722566366552,0.06420416280032923,0.0459072444702491,9.956912838201584
2025-12-07 16:22:03.117870+00:00,FL-HAMK-03,9.78217512916275,-0.0041006911652934075,-0.017817144510261368,9.782158043668264
2025-12-07 16:22:15.814359+00:00,FL-HAMK-03,9.720839472000844,-0.052287430105251456,0.03621900453839008,9.720631370892164
2025-12-07 16:22:23.794905+00:00,FL-HAMK-03,9.810363476188915,0.05570301352082499,0.07956508862583284,9.809882675440013
2025-12-07 16:22:39.906017+00:00,FL-HAMK-03,9.637267009715737,-0.00985198347601754,0.011686138007657873,9.637254888668005
2025-12-07 16:22:47.822309+00:00,FL-HAMK-03,9.855710345547688,0.057470846319355035,0.09191188961855148,9.855114191205793
